Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
100732,Hearts of Iron III,PC,2009.0,EU_Sales,0.04
100733,Sengoku,PC,2011.0,EU_Sales,0.01
100734,Pro Evolution Soccer 2015,PS4,2014.0,EU_Sales,0.45
100735,Pro Evolution Soccer 2015,PS3,2014.0,EU_Sales,0.2
100736,Pro Evolution Soccer 2015,XOne,2014.0,EU_Sales,0.1
100737,Pro Evolution Soccer 2015,X360,2014.0,EU_Sales,0.08
100738,Pro Evolution Soccer 2015,PC,2014.0,EU_Sales,0.06
100739,Street Fighter IV,PS3,2009.0,EU_Sales,1.04
100740,Street Fighter IV,X360,2009.0,EU_Sales,0.7
100741,Street Fighter IV,PC,,EU_Sales,0.05
100742,Sid Meier's Railroads!,PC,2006.0,EU_Sales,0.03
100743,Bejeweled 2 Deluxe,PC,2006.0,EU_Sales,0.02
100744,Dead Rising 3,XOne,2013.0,EU_Sales,0.35
100745,Just Cause 3,PS4,2015.0,EU_Sales,1.03
100746,Just Cause 3,XOne,2015.0,EU_Sales,0.39
100747,Just Cause 3,PC,2015.0,EU_Sales,0.11
100748,X Rebirth,PC,2013.0,EU_Sales,0.08
100749,Way of the Samurai 4,PS3,2011.0,EU_Sales,0.03
100750,F1 2014,PS3,2014.0,EU_Sales,0.26
100751,F1 2014,X360,2014.0,EU_Sales,0.13
100752,F1 2014,PC,2014.0,EU_Sales,0.09
100753,Sniper Elite,PS2,2005.0,EU_Sales,0.07
100754,Sniper Elite,Wii,2010.0,EU_Sales,0.02
100755,Sniper Elite,XB,2005.0,EU_Sales,0.02
100756,Sniper Elite,PC,2005.0,EU_Sales,0.01
100757,Tom Clancy's EndWar,X360,2008.0,EU_Sales,0.24
100758,Tom Clancy's EndWar,PS3,2008.0,EU_Sales,0.22
100759,Tom Clancy's EndWar,PSP,2008.0,EU_Sales,0.01
100760,Tom Clancy's EndWar,DS,2008.0,EU_Sales,0.01
100761,Tom Clancy's EndWar,PC,2009.0,EU_Sales,0.02
100762,Fallout 3,X360,2008.0,EU_Sales,0.99
